CONTENT,CLASS
Check out this video on YouTube:﻿,1
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",1
Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,0
this has so many views﻿,0
love lmfao party rockin keep it going﻿,0
You think you're smart?        Headbutt your face.﻿,0
Check out this video on YouTube:﻿,1
"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ﻿",0
Party Rock<br />﻿,0
Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1
Best for partying ﻿,0
I love your songs eminem your the rap god﻿,0
Waka waka,0
"Hey yall its the real Kevin Hart, shout out to my fans!!! follow me +RealKevinHeart ﻿",1
"I want to see Shakira, not football :)",0
"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.﻿",0
Check out this video on YouTube:﻿,1
Cool song ﻿,0
just :( superr!!!﻿,0
Who knows the name of that girl?.. and that one.. and that one...﻿,0
So freaking sad...﻿,0
How can this have 2 billion views when there's only me on the planet? LOL﻿,0
Rihanna and Eminem together are unstoppable.﻿,0
love this song﻿,0
"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0
Like eminen﻿,0
Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),1
"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",0
Fire..﻿,0
Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿,1
I love song ﻿,0
SUBSCRIBE me. if you do that leave your name so i can subs back ﻿,1
i am a big fan of you and i love you﻿,0
Why do I feel like as if Gangnam style copied their song from this?!﻿,0
The best song ever!﻿,0
"Man she is hot in this one, male companions visit my profile to check out  the coolest sextoy ever made!﻿",1
Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,1
amazing song﻿,0
Waka waka she rules,0
Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,0
Lol this youtuber (officialpsy) is getting so much money lol﻿,0
Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0
i love song :)﻿,0
I love this song,0
Omg﻿,0
Love it﻿,0
❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,0
"She is good. Does she make any more music? If she doesn't, she should!﻿",0
Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1
Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,1
"Came here to check the views, goodbye.﻿",0
Fantastic!!!﻿,0
"Still listening,still same pleasure﻿",0
Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D﻿,1
Wow,0
What my gangnam style﻿,0
How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,0
I love it,0
https://www.facebook.com/antrobofficial﻿,1
thumbs up if u checked this video to see hw views it got﻿,0
"this video is very inaccurate, a tiger would rip her face of﻿",0
go here to check the views :3﻿,0
I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1
:D﻿,0
Best World Cup Song﻿,0
Nice vídeo shakira good﻿,0
What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0
I like it﻿,0
2015 LIKEEE﻿,0
The rap: cool     Rihanna: STTUUPID﻿,0
"Party rock anthem is love,party rock anthem is life﻿",0
Check out this video on YouTube:lo﻿,1
She is a perfect wonder.....﻿,0
Thumbs up if you&#39;re watching in 2015﻿,0
Charlie got off the island and dated Megan Fox? b-but what about claire?﻿,0
2 BILLION!!!﻿,0
I did a cover if u want to check it out THANK U.....Michael Age 8﻿,1
"Holy crap. 800,000,000 views?!﻿",0
http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1
Party rock﻿,0
everyday I&#39;m shufflin﻿,0
Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0
i like this steps...﻿,0
My telephone!﻿,0
Strong messages in every  song I&#39;ve  heard.﻿,0
is that megan fox x:D?﻿,0
I really like this song.﻿,0
"Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿",0
The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.﻿,0
Song name??﻿,0
Like this comment for no reason﻿,1
Thumbs up if you listen this in 2015.﻿,0
good!!,0
You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,0
is that megan fox?﻿,0
Behold the most viewed youtube video in the history of ever﻿,0
I felt old when I realized that this song was 5 years old...﻿,0
The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1
"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part﻿",0
Is that Charlie from lost?<br />﻿,0
Remeber the good ol&#39; days when songs weren&#39;t about butts.  ﻿,0
good party﻿,0
:)﻿,0
Hi loving it﻿,0
"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",0
We pray for you Little Psy ♡﻿,0
I love this song﻿,0
This is getting old.........﻿,0
:-D ♪♪♪ This is my favorite song ♥﻿,0
katy is mine the girl of my dreams ♥﻿,0
Oppa! Yeah! Best Song!﻿,0
In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0
Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),0
LOVE IT!!!!!!!﻿,0
"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1
There is 7 bilion poeple on earth Now stop being dumb﻿,0
You best singer﻿,0
Best. Song. EVER 🙌﻿,0
He is good boy!!!<br />I am krean I like to eminem~!~﻿,0
Subscribe to My CHANNEL﻿,1
https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111﻿,1
Thank you. Please give your email. ﻿,1
Good times ...﻿,0
katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,1
"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",0
She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,0
this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...﻿,1
I like you . Katy Perry 600▲60▲6▲﻿,0
Looooooooove this song!!!!!!!!!:))))))﻿,0
Anybody else here in 2015?﻿,0
why I dont see any comments but mine?:/﻿,0
With the korean girl more slut and bitch : Hyuna :'33﻿,0
4 fucking years are fucking past so fucking fast fuck.....﻿,0
Best song for ever💜💜😢<br />﻿,0
OPPA GANGNAM STYLE!!!﻿,0
I love you!❤✨﻿,0
"We get it, you came here for the views... ﻿",0
goot﻿,0
Maybe the best music video in the last 15 years? This is how pop music is  done folks!﻿,0
need money?Enjoy https://www.tsu.co/emerson_zanol﻿,1
Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,1
Love song﻿,0
Omg! This guy sounds like an american professor green﻿,0
Check out this video on YouTube:fb i﻿,1
im still watching in 2015﻿,0
Check out this playlist on YouTube<br />﻿,1
"Awesome song!,congratulations!!!﻿",0
Thumbs up if you watched it in 2011﻿,0
My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,1
good music﻿,0
Almost 1 billion﻿,0
Best Music Ever!!!﻿,0
2015<br />I like video﻿,0
"Love these guys, love the song!﻿",0
Check out this video on YouTube:﻿,1
" I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",1
everyday i&#39;m subscribe﻿,1
Check out this video on YouTube:﻿,1
FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,1
"This is so cool,why haven&#39;t I heard this before?﻿",0
Best song﻿,0
"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ﻿",0
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0
she is beautiful but it is not American!﻿,0
"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿",0
The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.﻿,0
Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,1
I love the song roar it make me think am fill the way﻿,0
"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿",0
Best song ever!!!!﻿,0
"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1
omg﻿,0
subscribe to itz recaps and above diddle﻿,1
"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ﻿",0
LMFAO IS THE BEST﻿,0
I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
it is wonderful﻿,0
At least she didn't get rid of her completely useless makeup.﻿,0
Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿,1
Plz subscribe to my channel and I will subscribe back xx﻿,1
BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿,0
"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",0
Youtube comments be like<br />This is so 5 years ago. ﻿,0
Subscribe My Channel﻿,1
THIS IS SHIT AND SOOOOO AUTOTUNED﻿,0
I love you﻿,0
Not bad﻿,0
I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿,0
Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!﻿,0
The best FIFA world cup song for sure.﻿,0
2.126.521.750  views!!!!!!!!!!!!!!!!!﻿,0
most viewed video in the world﻿,0
1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,0
PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D﻿,0
Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,1
Nice﻿,0
She is perfect! &lt;3,0
so spousal abusue cool that&#39;s great﻿,0
"Does anyone here use gift cards like Amazon, itunes, psn, google play,  itunes, or any other gift cards? Then you'll be happy to know you can get  free gift card codes for free from an amazing site. Here is a $50 itunes  gift card code XXBB5TCZHM39HVZD﻿",1
Nice song﻿,0
Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,0
Who&#39;s watching in 2015 Subscribe for me !﻿,1
I miss when people dressed like this.﻿,0
subscribe to me and I wil subscribe to you back﻿,1
"Subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿",1
Hi I am from bangladesh 💜﻿,0
"Ahhh, 2 years ago....﻿",0
"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",0
http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,1
everyones back lool this is almost 3 years old and people are still hear!  xD﻿,0
OMG LOVE THIS!,0
nice song﻿,0
http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1
"My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments, i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?﻿",0
i love you katy perry because you will sing nice than shakira﻿,0
Wow;)﻿,0
"Hey, I am doing the Forty Hour famine so I&#39;ll be giving up on food and social working for 40 hours. I&#39;m doing this to raise money for African people who can&#39;t experience the luxuries that we can. So can you donate to give them a chance?  Any amount would do :)  Click on the link and donate h t t p : / / 4 0 h f . c o m . a u / A n t h o n y L a m Thanks :)",1
who is going to reach the billion first : katy or taylor ?﻿,0
Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿,1
I love it﻿,0
"Lol...I dunno how this joke gets a lot of likes, but whatever. xD﻿",0
Put famous people in the jungle for an hour and look what happens.﻿,0
fucking love it omg :v﻿,0
She is perfect,0
Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿,0
Yeah! Let&#39;s start the party!﻿,0
we all love you Katy Perry &lt;3﻿,0
"969,210 dislikes like dislike themselves﻿",0
Nice,0
awesome,0
Very Nice !﻿,0
cool,0
2 billion for this shit?﻿,0
:3﻿,0
I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics﻿,0
sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿,0
Love the way you lie - Driveshaft﻿,0
DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0
❤️❤️❤️﻿,0
SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
"This is the best, funny and viral video of history (youtube) THE TRUE﻿",0
"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0
and u should.d check my channel and tell me what I should do next!﻿,1
http://shhort.com/a?r=G8iX5cTKd﻿,1
hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,1
"great song, but we all know that Katy buys her views..﻿",0
wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,0
Where are Shakifans?,0
who the fuck cheats on megan fox﻿,0
wow,0
I love that you subscribed﻿,1
Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions﻿,0
Yesterday this video have 1 million likes and now it has 2 million﻿,0
Best song ever made i swear :D i still hear even doe it old!! who else?﻿,0
Waka waka eh eh﻿,0
Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,1
Super awesome video<br />﻿,0
why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,0
This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0
"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",0
visit &quot; ww estiloproduction com &quot; best website to make money,1
Wow dance show﻿,0
awesome﻿,0
Please check out and send to others Freedom and Justice are on the line!  Please Google:   Steven L. Reed Case Lands in Supreme Court---thanks!,1
If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,0
still listening in 2015﻿,0
She is good,0
Megan Fox is gorg in this!! Eminem is truly the rap god :)﻿,0
Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,1
Lemme Top Comments Please!!﻿,0
Take a look at this video on YouTube:﻿,1
I    loved        it           so       much          because         you          get         to         stand            fear .﻿,0
Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,1
Like﻿,0
http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor﻿,1
MANY MEMORIES...........﻿,0
EMINEM&lt;3 <br />the best rapper ever&lt;3﻿,0
i love u  shakira﻿,0
like me﻿,0
"I love this song, it´s for empowering every woman :)  ""you´re gonna hear me roar"" ;)﻿",0
Best world cup offical song﻿,0
"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",0
"Hello! Do you like gaming, art videos, scientific experiments, tutorials,  lyrics videos, and much, much more of that? If you do please check out our  channel and subscribe to it, we've just started, but soon we hope we will  be able to cover all of our expectations... You can also check out what  we've got so far!﻿",1
"How is this the most watched Eminem video, it beats not afraid? ﻿",0
waka waka:-):-):-)﻿,0
Remeber when this song was good﻿,0
I always end up coming back to this song<br />﻿,0
Fantastic!﻿,0
Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,1
I like this song very much﻿,0
Check out this video on YouTube:﻿,1
This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿,0
Check out this video on YouTube:﻿,1
I love﻿,0
so beutiful,0
beautiful,0
cool song ever good thing its here﻿,0
"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿",0
Hi guys i sell Jack Daniel's Hard Back Cover Case for iPhone 5 5S 5C 4S 4   6'' Old Time with only 3 Dollars on Ebay:  http://www.ebay.com/itm/251638183951?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿",0
#2015 FUCK YEAH﻿,0
go check out our video﻿,1
"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1
Shakira is my favourite singer. Wooooo﻿,0
2 billion....Coming soon﻿,0
beautiful﻿,0
Your a fucking bitch,0
Never get old ﻿,0
"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",0
Watching in 2015﻿,0
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1
LIKKEE﻿,0
this song always gives me chills! :),0
Eminem is the greatest artist to ever touch the mic.﻿,0
Likeeee﻿,0
Charlie from Lost!﻿,0
I liked<br />﻿,0
this song is NICE﻿,0
awesome﻿,0
CHECK OUT MY CHANNEL,1
It should be illegal to be this goodlooking as this babe is...﻿,0
waka waka﻿,0
it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,0
"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",1
This is my favorite song ever love this Party Rock It Everybody!!!!﻿,0
2011- the last year of decent music.﻿,0
The best song ever!﻿,0
5th most viewed video.. i guess﻿,0
this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,0
Like this in 2015! :D﻿,0
Love this video and the song of course﻿,0
Shakira,0
Who is watching in 2015 like﻿,0
This is so stupid. If you Roared at a Lion in real life you'd dede﻿,0
https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1
Wow I love it ﻿,0
this song is fu cking awesom!!!!!!!﻿,0
I remember when everyone was obsessed with Gangnam Style 😗﻿,0
You are the music hero😍😎﻿,0
"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",0
Love this song so much! One of my faves! Xxx﻿,0
Check out my music niggas﻿,1
tension⤴︎⤴︎﻿,0
2015 but Im still listening to this!﻿,0
Shakira :-*,0
Check out this playlist on YouTube:👿👳👳👳👳👳﻿,1
Love your songs<br />Supper cool<br />﻿,0
Love you shkira﻿,0
I love you,0
WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!﻿,0
I love this song because we sing it at Camp all the time!!,0
"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",0
Boooobs﻿,0
"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿",0
Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.﻿,0
Is that girl is Megan fox ﻿,0
shakira is the best!,0
I loved this song when I was in my teenage years!﻿,0
LOL this shit never gets old﻿,0
